movieNm,director,company,distributor,openDt,nation,screen_cnt,audi_cnt,genre,rating,audi_score,exp_score,holiday,actor1,actor2,actor3,actor4,dir_score,actor1_score,actor2_score,actor3_score,actor4_score,dist_score,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Mystery,Romance,SF,Thriller,War,12_rating,15_rating,20_rating,all_rating
트릭,이창열,엘씨오픽쳐스,스톰픽쳐스코리아,2016-07-13,한국,390,38155,Thriller,15_rating,6.4,4.17,0,이정진,강예원,김태훈,이희진,38155,977470,3125069,397923,38155,309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
백프로,김명균,(주)시네마제니스,마인스 엔터테인먼트,2014-04-03,한국,236,36792,Comedy,15_rating,5.08,3.7,0,윤시윤,여진구,천호진,이경영,36792,36792,2391963,2434099,8646758,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
복숭아나무,구혜선,"구혜선 필름,(유)조이앤컨텐츠그룹",넥스트엔터테인먼트월드(NEW),2012-10-31,한국,201,33884,Romance,15_rating,7.21,4.5,0,조승우,류덕환,남상미,백경민,33884,7071763,308180,1159787,33884,1058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
대결,신동엽,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)",스톰픽쳐스코리아,2016-09-22,한국,366,32278,Action,15_rating,6.85,4.56,1,이주승,오지호,이정진,신정근,346483,32278,4897551,977470,3450143,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
썬키스 패밀리,김지혜,(주)영화사두둥,메가박스중앙플러스엠,2019-03-27,한국,417,31742,Family,15_rating,8.69,6,0,박희순,진경,황우슬혜,이고은,31742,4131248,2524086,2406232,31742,1049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
꼭두각시,권영락,골든타이드픽처스(주),인벤트스톤,2013-06-20,한국,134,31713,Horror,20_rating,5.5,1,0,이종수,구지성,원기준,한소영,31713,31713,31713,31713,31713,393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
역모-반란의 시대,김홍선,"Picsso,(주)원픽쳐스",스톰픽쳐스코리아,2017-11-23,한국,355,29294,History,15_rating,6.67,3.33,0,정해인,김지훈,이원종,조재윤,2564340,3317038,6043458,29294,6851297,309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
해피 투게더,김정환,(주)골든스토리픽처스,플레이리스트,2018-11-15,한국,240,27046,Drama,12_rating,8.87,4,0,박성웅,송새벽,최로운,혁,424002,9699092,2595625,27046,54450,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
얼굴없는 보스,송창용,(주)좋은 하늘,좋은 하늘,2019-11-21,한국,293,23711,Action,15_rating,5.14,2.5,0,천정명,진이한,이하율,곽희성,23711,771699,23711,23711,23711,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"봄, 눈",김태균,판씨네마(주),넥스트엔터테인먼트월드(NEW),2012-04-26,한국,118,22870,Drama,all_rating,7.35,4,0,윤석화,임지규,이경영,김하진,3772620,22870,22870,8646758,22870,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
히어로,김봉한,"(주)필마픽쳐스 ,(주)프리윌컴퍼니",마인스 엔터테인먼트,2013-10-08,한국,179,22617,Family,all_rating,6.17,4,0,오정세,박철민,정은표,신지수,383336,2512572,3280243,22617,22617,223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
히야,김지연,"(주)메이저타운,(주)더재미팩토리,(주)알지엔터웍스",라이크 콘텐츠,2016-03-10,한국,124,21687,Drama,12_rating,9.17,6.68,0,안보현,호야,박철민,강성미,21687,21687,21687,3280243,21687,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
완전 소중한 사랑,김진민,"(주)옐로우래빗,(사)문화예술사회공헌 네트워크",주식회사 마운틴픽쳐스,2013-11-21,한국,66,20063,Drama,12_rating,8.43,5,0,심이영,임지규,엄수정,이우진,20063,20063,22870,20063,20063,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
웨딩스캔들,신동엽,(주)엔브릭스,마인스 엔터테인먼트,2012-09-06,한국,121,19569,Comedy,15_rating,5.45,3.92,0,김민준,곽지민,이상훈,이세랑,346483,2621436,19569,19569,19569,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
이별계약,오기환,씨제이이앤엠(주),씨제이이앤엠,2013-06-20,한국,63,17797,Romance,12_rating,8.34,5,0,펑위옌,바이바이허,장경부,우페이츠,591125,17797,17797,17797,17797,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
무수단,구모,골든타이드픽처스(주),오퍼스픽쳐스,2016-03-03,한국,228,14386,Mystery,15_rating,7.64,4.33,0,이지아,김민준,도지한,김동영,14386,14386,2621436,2053947,347790,654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
아티스트 봉만대,봉만대,골든타이드픽처스(주),씨너스엔터테인먼트,2013-08-29,한국,131,14188,Comedy,20_rating,7.75,6.75,0,봉만대,곽현화,성은,이파니,14188,14188,14188,14188,14188,384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
사랑하고 있습니까,김정권,(주)강철필름,주식회사 블루필름웍스,2020-03-25,한국,295,12878,Fantasy,12_rating,8.97,3.5,0,김소은,성훈,김선웅,김소혜,12878,480528,12878,12878,12878,295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
서유기 리턴즈,신동엽,(주)서울무비웍스,영화사 조제,2011-02-17,한국,59,12696,Comedy,all_rating,5.87,2,0,김병만,류담,한민관,민아령,346483,12696,12696,12696,12696,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
어우동: 주인 없는 꽃,이수성,"(유)조이앤컨텐츠그룹,㈜리필름",드림팩트엔터테인먼트,2015-01-29,한국,18,12203,Romance,20_rating,6.15,2,0,백도빈,강은비,여욱환,남경읍,12203,492773,12203,12203,12203,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
타투,이서,"(주)다세포클럽,(주)코리아스토리",와이드 릴리즈,2015-12-10,한국,133,12103,Thriller,20_rating,4.3,3,0,송일국,윤주희,권현상,서영,12103,12103,12103,12103,12103,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
검은손,박재식,골든타이드픽처스(주),스톰픽쳐스코리아,2015-04-16,한국,178,11650,Horror,20_rating,4.44,2.67,0,김성수,한고은,배그린,신정선,11650,1201640,11650,11650,11650,309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
이웃집 스타,김성욱,(주)컬처캡코리아,스톰픽쳐스코리아,2017-09-21,한국,256,10854,Comedy,12_rating,6.42,3.67,1,한채영,진지희,김보미,안지환,10854,10854,74765,10854,10854,309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제 7기사단,키리야 카즈아키,(주)루카프로덕션,메가박스중앙플러스엠,2015-09-10,한국,95,10710,Action,15_rating,8.14,5.13,0,클라이브 오웬,모건 프리먼,엑셀 헨니,안성기,10710,10710,10710,10710,3562123,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
폴라로이드,주호성,(주)아우라씨엔씨,와이드 릴리즈,2015-07-16,한국,27,10094,Drama,all_rating,8.5,6.2,0,정재연,김태용,양범,조민서,10094,10094,10094,10094,10094,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
한 번도 안 해본 여자,안철호,(주)무비포지,팝엔터테인먼트,2014-01-16,한국,66,9469,Romance,20_rating,4.5,3.5,1,황우슬혜,김사희,김진우,김종석,9469,2406232,9469,9469,9469,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
메이크 유어 무브,듀안 아들러,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",씨제이이앤엠,2014-04-17,한국,96,9368,Romance,12_rating,6.64,5,0,보아,데릭 허프,미키 이시카와,웨슬리 조나단,9368,1177438,9368,9368,9368,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
연애의 기술,이수성,"㈜리필름,(유)조이앤컨텐츠그룹",팝엔터테인먼트,2013-10-30,한국,63,8913,Romance,20_rating,2.56,2.5,0,서지석,홍수아,한수아,최종훈,12203,8913,8913,8913,8913,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"가자, 장미여관으로",신정균,"드림로드,스크린조이",팝파트너스,2013-08-14,한국,21,8307,Romance,20_rating,4.26,3.11,0,성은채,장성원,우도환,여민정,8307,8307,8307,1609737,8307,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
비밀의 화방,진달래,(주)케이알씨지,케이알씨지,2013-12-12,한국,5,5530,Drama,20_rating,2.64,1.92,1,주혜리,송정은,백마리,박민철,5530,5530,5530,5530,5530,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
구세주: 리턴즈,송창용,(주)메가커뮤니케이션즈,박수엔터테인먼트,2017-09-14,한국,124,5401,Comedy,15_rating,4.8,2,0,최성국,송삼동,김성경,정이연,23711,5401,5401,5401,5401,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
돌아와요 부산항애(愛),박희준,(주)블랙홀엔터테인먼트,나이너스엔터테인먼트,2018-01-17,한국,88,5163,Crime,15_rating,6.11,2,0,성훈,조한선,윤소이,공정환,5163,12878,257716,5163,5163,281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
화려한 외출,고경아,(주)레몬트리픽쳐스,영화사폴,2013-12-05,한국,20,5067,Drama,20_rating,5.99,4.37,0,김선영,변준석,오초희,민지혁,5067,5067,5067,5067,5067,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
맛,경석호,(주)스크린다,스크린다,2014-01-16,한국,19,5021,Romance,20_rating,6.89,5.02,1,고은성,김수정,은진,이은미,5021,5021,528149,5021,5021,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
밀애,김인규,펀펀한영화사,레몬트리픽쳐스,2014-07-24,한국,19,4770,Drama,20_rating,5.24,3.82,0,유라성,황보욱,조은서,김늘메,4770,4770,4770,4770,4770,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
세상끝의 사랑,김인식,(주)담소필름,스톰픽쳐스코리아,2015-11-12,한국,97,4472,Romance,20_rating,5.5,2,0,한은정,조동혁,공예지,이희진,4472,96077,4472,356342,38155,309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
왕을 참하라,김재수,(주)영화사 조은,박수엔터테인먼트,2017-03-16,한국,54,4237,Drama,20_rating,8.83,4,0,강윤,강보민,추석영,김학철,4237,4237,4237,4237,4237,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
청춘학당 : 풍기문란 보쌈 야사,도창훈,"(주)영화사히트,(주)블루아이엔터테인먼트",박수엔터테인먼트,2014-03-27,한국,57,3772,Romance,20_rating,4.6,2,0,이민호,배슬기,안용준,백봉기,3772,2192172,3772,3772,3772,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
옹녀뎐,경석호,영화사 인연,소나무픽쳐스,2014-08-21,한국,21,3765,Romance,20_rating,10,7.29,0,한채유,강경우,신유주,김태훈,5021,3765,3765,3765,397923,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
위층여자,이찬욱,RGB,노바엔터테인먼트,2014-10-29,한국,20,3739,Romance,20_rating,3.49,2.54,0,서유리,박원빈,방대한,김경룡,3739,3739,3739,3739,3739,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
일탈여행: 프라이빗 아일랜드,한상희,(주)컨텐츠로드,팝엔터테인먼트,2013-08-29,한국,23,3460,Romance,20_rating,4.68,3.41,0,손은서,신소율,다은,김진선,3460,429141,1823116,60365,3460,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
미스체인지,정초신,"브런치메이트필름(주),주식회사 루믹스미디어",브릿지웍스 엔터테인먼트,2013-09-05,한국,41,3344,Comedy,20_rating,5.33,4,1,송삼동,에리카,정은우,신유주,3344,5401,3344,3344,3765,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
무명인,김성수,"(주)아폴론엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,무명인 문화전문회사,해피넷",롯데엔터테인먼트,2014-05-29,한국,51,3199,Mystery,15_rating,6.6,4.35,1,니시지마 히데토시,김효진,마키 요코,하마다 마나부,3119023,3199,1212270,3199,3199,1340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
미친도시,장태령,주식회사 케이엠스타,영화사 마그나,2018-08-30,한국,4,3165,Drama,15_rating,9.33,6.8,0,이경영,한태일,김미영,방일수,3165,8646758,3165,3165,3165,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
리벤져,이승원,(주)그린피쉬,리틀빅픽쳐스,2018-12-06,한국,57,3028,Action,15_rating,9.36,6.82,0,브루스 칸,박희순,윤진서,김인권,3028,3028,4131248,60944,12319542,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
런 보이 런,오원재,"(주)라온컴퍼니플러스,(주)오아시스이엔티",라온컴퍼니플러스,2020-05-28,한국,25,2956,Drama,15_rating,9.07,6.61,0,장동윤,서벽준,한이진,권소현,2956,2956,2956,2956,720558,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
공수도,채여준,"(주)그노스,꿀잼컴퍼니(주)",그노스,2020-04-09,한국,79,2950,Action,15_rating,8.73,6.36,0,오승훈,다은,손우현,정의욱,2950,2950,60365,2950,2950,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
여배우는 너무해,유정환,골든타이드픽처스(주),인벤트스톤,2014-02-27,한국,42,2673,Romance,20_rating,9,6.56,0,차예련,조현재,이엘,김영준,2673,313953,2673,1183959,2673,393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
사토미를 찾아라,NEW PISTOL,(주)어나더스타,브릿지웍스 엔터테인먼트,2014-10-16,한국,20,2595,Comedy,20_rating,6.86,5,0,사토미 유리아,곽한구,선우철,심채원,2595,2595,2595,2595,2595,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
열혈형사,윤여창,굿픽처스,제이앤씨미디어그룹,2020-06-18,한국,121,2492,Comedy,12_rating,9.33,1.5,0,김인권,얀츠카,김승현,하주희,2492,12319542,2492,2492,212154,302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제인의 썸머,송은주,(주)키다리이엔티,키다리이엔티,2020-06-18,한국,43,2182,Romance,20_rating,6,4.37,0,서나영,이해준,김하림,백승헌,2182,2182,2182,2182,2182,678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
먹이사슬,한동호,"주식회사 비엠미디어,스카이동",노바엔터테인먼트,2014-09-17,한국,20,2070,Romance,20_rating,7.71,5.62,0,윤설희,엄다혜,김민혁,손지완,2070,2070,2070,2070,2070,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
라라,한상희,(주)도너츠컬처,영화사 그램,2018-02-22,한국,28,1860,Romance,15_rating,8,3,0,정채연,San E,치 푸,최종남,3460,1860,1860,1860,1860,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
녀녀녀,한승림,골든타이드픽처스(주),골든타이드픽처스,2014-04-10,한국,20,1694,Romance,20_rating,3,2.19,0,신주아,구지성,윤채이,이영훈,1694,1694,31713,1694,1694,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
나는 야한 여자가 좋다,신정균,드림로드,케이알씨지,2014-07-10,한국,21,1688,Romance,20_rating,3.41,2.49,0,김태한,서리슬,권재현,강성훈,8307,1688,1688,1688,1688,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
얼굴없는 보스: 못다한 이야기 감독판,임성용,(주)좋은 하늘,좋은 하늘,2020-05-13,한국,50,1662,Crime,15_rating,10,7.29,0,천정명,진이한,이시아,이하율,1662,771699,23711,1662,23711,172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
프리즈너,양길영,영화사 인연,박수엔터테인먼트,2020-07-23,한국,49,1578,Action,15_rating,3.2,2.5,0,오지호,조운,이재용,정찬,1578,4897551,1578,4786259,1578,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
열애,이숭환,(주)케이알씨지,케이알씨지,2014-07-23,한국,20,1564,Romance,20_rating,5.83,4.25,0,정민,오유나,한초아,서권순,1564,1564,1564,1564,1564,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
파일 : 4022일의 사육,박용집,활동사진,골든타이드픽처스,2015-12-10,한국,20,1414,Mystery,20_rating,3.36,2.45,0,이종혁,강별,하연주,김형범,174938,771699,867386,1414,1414,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
평범한 날들,이난,이난필름,인디스토리,2011-09-29,한국,10,1290,Drama,15_rating,5.48,6,1,송새벽,한예리,이주승,정인겸,1290,2595625,1857392,32278,1290,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
