movieNm,director,company,distributor,openDt,nation,screen_cnt,audi_cnt,genre,rating,audi_score,exp_score,holiday,actor1,actor2,actor3,actor4,dir_score,actor1_score,actor2_score,actor3_score,actor4_score,dist_score,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Mystery,Romance,SF,Thriller,War,12_rating,15_rating,20_rating,all_rating
장산범,허정,(주)드림캡쳐,넥스트엔터테인먼트월드(NEW),2017-08-17,한국,711,1305145,Mystery,15_rating,7.42,5.8,0,염정아,박혁권,허진,신린아,5602543,5294119,1305145,1305145,1305145,1058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
클로젯,김광빈,"(주)영화사 월광,(주)퍼펙트스톰필름",씨제이이앤엠,2020-02-05,한국,1197,1264970,Mystery,15_rating,8.14,5.5,0,하정우,김남길,허율,김시아,1264970,14410754,8646758,1264970,1264970,1281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
간기남,김형준,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",쇼박스,2012-04-11,한국,356,1246185,Comedy,20_rating,6.9,3.75,0,박희순,박시연,주상욱,김정태,1246185,4131248,1246185,1246185,3893216,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
유열의 음악앨범,정지우,"(주)무비락,정지우 필름,필름봉옥",CGV아트하우스,2019-08-28,한국,1078,1245532,Romance,12_rating,7.8,7.13,0,김고은,정해인,박해준,김국희,1346274,1472006,3317038,2625686,1245532,729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
특별수사: 사형수의 편지,권종관,(주)콘텐츠케이,넥스트엔터테인먼트월드(NEW),2016-06-16,한국,691,1225142,Crime,15_rating,8.54,5.2,0,김명민,김상호,성동일,김영애,1225142,4786259,2524086,8656397,11372451,1058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
찌라시: 위험한 소문,김광식,(주)영화사수박,씨제이이앤엠,2014-02-20,한국,560,1221420,Crime,15_rating,7.55,6.63,0,김강우,정진영,고창석,박성웅,5440186,1314274,14245998,3423920,9699092,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
결혼전야,홍지영,(주)수필름,씨너스엔터테인먼트,2013-11-21,한국,524,1212270,Romance,15_rating,7.01,6.25,0,김강우,김효진,이연희,택연,1212270,1314274,1212270,3872015,1212270,384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
해치지않아,손재곤,"(주)디씨지플러스,(주)어바웃필름",에이스메이커무비웍스,2020-01-15,한국,1216,1209689,Comedy,12_rating,7.33,6.5,1,안재홍,강소라,박영규,김성오,1209689,2512572,7328820,1209689,2471721,1196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
악녀,정병길,(주)앞에있다,넥스트엔터테인먼트월드(NEW),2017-06-08,한국,685,1206917,Action,20_rating,7.83,5.4,0,김옥빈,신하균,성준,김서형,2721903,1206917,2945137,1206917,1206917,1058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
깡철이,안권태,"(주)시네마서비스,㈜더드림앤드픽쳐스,㈜팝콘필름",씨제이이앤엠,2013-10-02,한국,707,1204666,Drama,15_rating,6.96,5.55,0,유아인,김해숙,김정태,김성오,1204666,13395400,2663170,3893216,2471721,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
시간이탈자,곽재용,"씨제이이앤엠(주),상상필름(주)",씨제이이앤엠,2016-04-13,한국,733,1202058,Thriller,15_rating,7.88,4.93,0,임수정,조정석,이진욱,정진영,1202058,4598583,9426051,2841788,14245998,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
R2B: 리턴투베이스,김동원,"(주)주머니필름,(주)빨간마후라,씨제이이앤엠(주)",씨제이이앤엠,2012-08-15,한국,539,1201640,Action,15_rating,7.48,5.04,0,비,유준상,신세경,김성수,1201640,1201640,2841788,4001813,1201640,1281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
해빙,이수연,"위더스필름(주),(주)영화사불",롯데엔터테인먼트,2017-03-01,한국,915,1201576,Thriller,15_rating,6.64,6,0,조진웅,신구,김대명,송영창,1201576,17613682,2000490,2053947,2860786,1340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
더 웹툰: 예고살인,김용균,"(주)필마픽쳐스 ,(주)라인필름,씨제이이앤엠(주)",씨제이이앤엠,2013-06-27,한국,541,1201033,Horror,15_rating,7.22,6,0,이시영,엄기준,현우,문가영,1201033,2595625,1201033,1201033,1201033,1281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
생일,이종언,"나우필름(주),(주)영화사레드피터,파인하우스필름(주)",넥스트엔터테인먼트월드(NEW),2019-04-03,한국,862,1186283,Drama,all_rating,9.01,6.89,0,설경구,전도연,김보민,윤찬영,1186283,5496547,1854625,1186283,1186283,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
바람 바람 바람,이병헌,(주)하이브미디어코프,넥스트엔터테인먼트월드(NEW),2018-04-05,한국,985,1183959,Comedy,20_rating,6.65,4.6,0,이성민,신하균,송지효,이엘,16264944,9699092,2945137,1593386,1183959,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
빅매치,최호,(주)보경사,넥스트엔터테인먼트월드(NEW),2014-11-27,한국,627,1177438,Action,15_rating,7.81,5.33,0,이정재,신하균,이성민,보아,1177438,12983330,2945137,9699092,1177438,1058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"힘을 내요, 미스터 리",이계벽,"(주)용필름,(주)덱스터스튜디오",넥스트엔터테인먼트월드(NEW),2019-09-11,한국,990,1176076,Comedy,12_rating,8.35,5.17,1,차승원,엄채영,박해준,김혜옥,6965706,1176076,1176076,2625686,1176076,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"당신, 거기 있어줄래요",홍지영,(주)수필름,롯데엔터테인먼트,2016-12-14,한국,767,1168625,Fantasy,12_rating,8.8,5.44,1,김윤석,변요한,채서진,김상호,1212270,12983330,1168625,1168625,2524086,1340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
동주,이준익,(주) 루스이소니도스,메가박스중앙플러스엠,2016-02-17,한국,499,1168427,Drama,12_rating,9.18,7.5,0,강하늘,박정민,김인우,최홍일,6246849,5636259,3417629,2359174,1168427,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
돈의 맛,임상수,휠므빠말주식회사,시너지하우스 (시너지),2012-05-17,한국,643,1165488,Drama,20_rating,6.79,6.78,1,김강우,백윤식,윤여정,김효진,1165488,1314274,9134586,3417629,1212270,470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
장수상회,강제규,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠,2015-04-09,한국,688,1160935,Romance,12_rating,8.7,6.36,0,박근형,윤여정,조진웅,한지민,2142622,1426873,3417629,17613682,7487545,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
가문의 영광5 - 가문의 귀환,정용기,(주)태원엔터테인먼트,롯데엔터테인먼트,2012-12-19,한국,447,1160021,Comedy,15_rating,6.06,4.42,1,정준호,김민정,유동근,성동일,1160021,2406232,1160021,1160021,8656397,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
슬로우 비디오,김영탁,"이십세기폭스 인터내셔널 프로덕션,(주)영화사AK기쁜우리젊은날",이십세기폭스코리아,2014-10-02,한국,618,1159787,Drama,12_rating,7.77,6,1,차태현,남상미,오달수,고창석,1663339,14410754,1159787,14245998,3423920,773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
미씽: 사라진 여자,이언희,다이스필름(주),메가박스중앙플러스엠,2016-11-30,한국,790,1153109,Mystery,15_rating,8.53,6.72,0,엄지원,공효진,김희원,박해준,3148038,7150541,2917213,2146764,2625686,1049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
퍼펙트맨,용수,"(주)맨필름,(주)쇼박스",쇼박스,2019-10-02,한국,894,1144894,Comedy,15_rating,8.5,5,0,설경구,조진웅,허준호,진선규,1144894,5496547,17613682,3754983,16264944,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
장사리 : 잊혀진 영웅들,곽경택,(주)태원엔터테인먼트,워너브러더스 코리아,2019-09-25,한국,1090,1140876,War,12_rating,8.41,5,0,김명민,최민호,김성철,김인권,2971475,4786259,1140876,1140876,12319542,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
고령화 가족,송해성,(주)인벤트스톤,씨제이이앤엠,2013-05-09,한국,583,1139250,Drama,15_rating,8.16,6.32,1,박해일,윤제문,공효진,윤여정,1139250,7466976,1737253,2917213,3417629,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
하루,조선호,(주)라인필름,CGV아트하우스,2017-06-15,한국,781,1129018,Thriller,15_rating,7.69,4.6,0,김명민,변요한,유재명,조은형,1129018,4786259,1168625,1129018,1129018,729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
챔피언,김용완,(주)코코너,워너브러더스 코리아,2018-05-01,한국,874,1125319,Drama,12_rating,7.47,5.43,1,마동석,권율,한예리,최승훈,1125319,12253247,1125319,1857392,1125319,1104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
성난 변호사,허종호,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",씨제이이앤엠,2015-10-08,한국,607,1124918,Crime,15_rating,8.49,6.65,1,이선균,김고은,임원희,장현성,1124918,10313087,1472006,1124918,2391963,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
특수본,황병국,(주)영화사수박,시너지하우스 (시너지),2011-11-24,한국,471,1118258,Action,15_rating,6.98,6.09,0,엄태웅,주원,정진영,성동일,1118258,4110645,1118258,14245998,8656397,470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
회사원,임상윤,"영화사심미안(주),(주)쇼박스,(주)51k",쇼박스,2012-10-11,한국,549,1110523,Action,20_rating,6.51,5.81,0,소지섭,이미연,곽도원,김동준,1110523,6592151,1110523,11372451,1110523,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
간신,민규동,(주)수필름,롯데엔터테인먼트,2015-05-21,한국,697,1110246,History,20_rating,7.04,4.97,1,주지훈,김강우,천호진,임지연,4598583,14410754,1314274,2434099,6965706,1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
롱 리브 더 킹: 목포 영웅,강윤성,"(주)영화사 필름몬스터,(주)비에이엔터테인먼트",메가박스중앙플러스엠,2019-06-19,한국,965,1092738,Action,15_rating,8.6,5,0,김래원,원진아,진선규,최귀화,6851297,2931897,1092738,16264944,6851297,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
오빠생각,이한,(주)조이래빗,넥스트엔터테인먼트월드(NEW),2016-01-21,한국,855,1069436,Drama,12_rating,8.5,5.66,0,임시완,고아성,이희준,이준혁,5310510,1069436,1613392,4750104,1069436,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"날, 보러와요",이철하,"영화사올(주),(주)발렌타인필름",메가박스중앙플러스엠,2016-04-07,한국,683,1061412,Mystery,20_rating,8.03,5.5,0,강예원,이상윤,최진호,지대한,1061412,3125069,1061412,1061412,1061412,1049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
수상한 고객들,조진모,(주)메이스엔터테인먼트,씨제이이앤엠,2011-04-14,한국,411,1059350,Comedy,15_rating,8.62,5.18,0,류승범,성동일,박철민,정선경,1059350,7166199,8656397,3280243,1059350,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
그놈이다,윤준형,상상필름(주),CGV아트하우스,2015-10-28,한국,681,1046313,Thriller,15_rating,7.52,6.67,0,주원,유해진,이유영,류혜영,1046313,1118258,13395400,1046313,1046313,729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
동창생,박홍수,"더램프(주),(주)황금물고기",쇼박스,2013-11-06,한국,660,1044522,Action,15_rating,7.3,5.45,0,T.O.P,한예리,윤제문,조성하,1044522,4001813,1857392,1737253,7759473,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
오직 그대만,송일곤,"(주)51k,(주)에이치비엔터테인먼트",쇼박스,2011-10-20,한국,435,1027622,Romance,15_rating,9.13,5.25,0,소지섭,한효주,강신일,박철민,1027622,6592151,12319542,2931897,3280243,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
심장이 뛴다,윤재근,"(주)오죤필름,(유)대결문화산업전문회사",롯데엔터테인먼트,2011-01-05,한국,445,1006947,Drama,15_rating,7.54,5.63,0,김윤진,박해일,정다혜,박하영,1006947,14245998,7466976,1006947,1006947,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
염력,연상호,(주)영화사레드피터,넥스트엔터테인먼트월드(NEW),2018-01-31,한국,1099,990104,Drama,15_rating,6.18,6,0,류승룡,심은경,박정민,김민재,11565078,17613682,8656397,3417629,1593386,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
방황하는 칼날,이정호,(주)에코필름,씨제이이앤엠,2014-04-10,한국,594,987420,Crime,20_rating,7.48,6.44,0,정재영,이성민,서준영,이수빈,987420,3849433,9699092,987420,987420,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
시체가 돌아왔다,우선호,(주)씨네이천,씨제이이앤엠,2012-03-29,한국,435,986547,Crime,15_rating,7.43,5.42,0,이범수,류승범,김옥빈,정만식,986547,7049643,7166199,1206917,3450143,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
미쓰 와이프,강효진,(주)영화사아이비젼,메가박스중앙플러스엠,2015-08-13,한국,437,984265,Comedy,15_rating,8.68,6.17,0,엄정화,송승헌,김상호,라미란,1901684,4057546,1441964,2524086,5593551,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
원더풀 라디오,권칠인,"(주)영화사아이비젼,(주)대명문화공장",쇼박스,2012-01-05,한국,474,977470,Drama,15_rating,7.58,4.5,0,이민정,이정진,이광수,정유미,977470,977470,977470,4598583,11565078,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
돈 크라이 마미,김용한,(주)씨네마골뱅이,에스비에스콘텐츠허브,2012-11-22,한국,444,975462,Thriller,15_rating,6.44,4.5,0,유선,남보라,유오성,동호,975462,1888100,975462,2971475,975462,320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"고산자, 대동여지도",강우석,(주)시네마서비스,씨제이이앤엠,2016-09-07,한국,765,971194,History,all_rating,8.01,5.78,1,차승원,유준상,김인권,남지현,1888100,1176076,2841788,12319542,971194,1281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
우리는 형제입니다,장진,필름있수다,쇼박스,2014-10-23,한국,566,970373,Comedy,12_rating,7.67,5,0,조진웅,김성균,김영애,윤진이,970373,17613682,2571491,11372451,970373,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
전국노래자랑,이종필,(주)인앤인픽쳐스,롯데엔터테인먼트,2013-05-01,한국,581,963634,Comedy,12_rating,8,6.25,0,김인권,류현경,김수미,오광록,963634,12319542,963634,2595625,963634,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
나랏말싸미,조철현,(주)영화사두둥,메가박스중앙플러스엠,2019-07-24,한국,1211,958775,History,all_rating,6.73,6.45,0,송강호,박해일,전미선,김준한,958775,12099971,7466976,5602543,958775,1049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
허삼관,하정우,"(주)두타연,(주)판타지오픽쳐스",넥스트엔터테인먼트월드(NEW),2015-01-14,한국,621,955175,Drama,12_rating,7.61,6.46,0,하정우,하지원,남다름,노강민,955175,14410754,2232179,955175,955175,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
불한당: 나쁜 놈들의 세상,변성현,"씨제이이앤엠(주),(주)바른손",씨제이이앤엠,2017-05-17,한국,860,951797,Crime,20_rating,8.14,5.83,0,설경구,임시완,김희원,전혜진,1823116,5496547,1069436,2146764,8252669,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
점쟁이들,신정원,"(주)사람엔터테인먼트,(주)다세포클럽",넥스트엔터테인먼트월드(NEW),2012-10-03,한국,479,900054,Comedy,15_rating,5.82,5.69,0,김수로,강예원,이제훈,곽도원,900054,900054,3125069,4110645,11372451,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
인랑,김지운,(주)루이스 픽쳐스,워너브러더스 코리아,2018-07-25,한국,1085,897548,SF,15_rating,5.27,5.73,0,강동원,한효주,정우성,김무열,7487545,9699092,12319542,5496547,7466976,1104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
열한시,김현석,"(주)파레토웍스,씨제이이앤엠(주)",씨제이이앤엠,2013-11-28,한국,512,870785,Thriller,15_rating,6.43,5.88,0,정재영,최다니엘,김옥빈,이대연,3280243,3849433,2192243,1206917,870785,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
미확인 동영상 : 절대클릭금지,김태경,"(주)에이디사공육,(주)다세포클럽",쇼박스,2012-05-30,한국,361,867386,Horror,15_rating,6.14,5.42,0,박보영,주원,강별,이맑음,867386,6654837,1118258,867386,867386,1500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
결백,박상현,(주)이디오플랜,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020-06-10,한국,1112,865523,Drama,15_rating,8.5,5.67,0,신혜선,배종옥,허준호,홍경,865523,865523,865523,3754983,865523,1112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
살인의뢰,손용호,(주)미인픽쳐스,씨네그루다우기술,2015-03-12,한국,646,855980,Crime,20_rating,7.04,4.33,0,김상경,김성균,박성웅,조재윤,4573902,5181014,2571491,9699092,6851297,535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
좋아해줘,박현진,"리양필름(주),(주)제이케이필름",씨제이이앤엠,2016-02-17,한국,637,848148,Romance,12_rating,8.6,6.4,0,이미연,최지우,김주혁,유아인,848148,1110523,848148,7817446,13395400,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
만추,김태용,(주)에스씨에스엔터테인먼트,씨제이엔터테인먼트,2011-02-17,한국,444,844103,Romance,15_rating,9.44,7.58,0,현빈,탕웨이,제임스 C. 번스,김준성,844103,7817446,844103,844103,844103,506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
대립군,정윤철,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스",이십세기폭스코리아,2017-05-31,한국,809,837500,Drama,15_rating,7.58,6.5,0,이정재,여진구,김무열,김명곤,837500,12983330,2391963,7466976,837500,773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
체포왕,임찬익,(주)씨네이천,롯데엔터테인먼트,2011-05-04,한국,407,831804,Comedy,15_rating,7.72,5.9,0,박중훈,이선균,이성민,김정태,831804,831804,10313087,9699092,3893216,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
손님,김광태,(주)유비유필름,씨제이이앤엠,2015-07-09,한국,634,827918,Fantasy,15_rating,6.87,6.66,0,류승룡,이성민,천우희,이준,827918,17613682,9699092,6878264,6965706,1281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
남쪽으로 튀어,임순례,"(주)영화사거미,필름트레인",롯데엔터테인먼트,2013-02-06,한국,428,821918,Comedy,15_rating,7.81,6.91,1,김윤석,오연수,한예리,백승환,1735640,12983330,821918,1857392,821918,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
카트,부지영,(주)명필름,리틀빅픽쳐스,2014-11-13,한국,544,799275,Drama,12_rating,8.61,7.04,0,염정아,문정희,김영애,김강우,799275,5294119,5602543,11372451,1314274,559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
화이트: 저주의 멜로디,김곡,(주)두엔터테인먼트,씨제이이앤엠,2011-06-09,한국,305,790954,Horror,15_rating,6.82,5,0,은정,황우슬혜,메이다니,최아라,790954,790954,2406232,790954,790954,1281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
상의원,이원석,"(주)영화사비단길,상의원문화산업전문(유)",쇼박스,2014-12-24,한국,466,790158,History,15_rating,7.8,5.21,1,한석규,고수,박신혜,유연석,790158,7166199,3829891,12811206,6654837,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
관능의 법칙,권칠인,(주)명필름,롯데엔터테인먼트,2014-02-13,한국,591,773996,Drama,20_rating,7.64,6.5,0,엄정화,문소리,조민수,이경영,977470,4057546,3423920,3189091,8646758,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
푸른소금,이현승,(주)미디어앤시네마스튜디오블루,씨제이이앤엠,2011-08-31,한국,476,771699,Action,15_rating,7.07,5.17,1,송강호,신세경,천정명,이종혁,771699,12099971,4001813,771699,771699,1281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
나는 왕이로소이다,장규성,데이지엔터테인먼트,롯데엔터테인먼트,2012-08-08,한국,471,768971,History,12_rating,7.42,5.5,0,주지훈,백윤식,변희봉,박영규,768971,14410754,9134586,1310895,1209689,1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
상류사회,변혁,(주)하이브미디어코프,롯데엔터테인먼트,2018-08-29,한국,867,768442,Drama,20_rating,5.64,4.4,0,박해일,수애,윤제문,라미란,768442,7466976,3119023,1737253,5593551,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
레슬러,김대웅,(주)안나푸르나필름,롯데엔터테인먼트,2018-05-09,한국,957,765963,Drama,15_rating,6.43,4.33,0,유해진,김민재,이성경,나문희,765963,13395400,1593386,1625037,8656397,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
황해,나홍진,㈜팝콘필름,쇼박스,2010-12-22,한국,618,763270,Thriller,20_rating,7.91,7.03,0,하정우,김윤석,조성하,이철민,6878264,14410754,12983330,7759473,763270,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
스플릿,최국희,오퍼스픽쳐스(유),오퍼스픽쳐스,2016-11-09,한국,702,757430,Drama,15_rating,9.15,6.38,0,유지태,이정현,이다윗,정성화,3754983,4018341,6592151,5583596,4057546,654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
더 파이브,정연식,(주)시네마서비스,씨제이이앤엠,2013-11-14,한국,501,731212,Thriller,20_rating,6.17,6.09,0,김선아,온주완,마동석,신정근,731212,731212,1441964,12253247,3450143,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
물괴,허종호,(주)태원엔터테인먼트,롯데엔터테인먼트,2018-09-12,한국,1183,723414,Action,15_rating,6.45,4.5,1,김명민,김인권,혜리,최우식,1124918,4786259,12319542,723414,10313087,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
미쓰백,이지원,영화사 배,리틀빅픽쳐스,2018-10-11,한국,638,720558,Drama,15_rating,9.25,6.11,0,한지민,김시아,이희준,권소현,720558,7487545,1264970,4750104,720558,559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
풍산개,전재홍,(주)김기덕 필름,넥스트엔터테인먼트월드(NEW),2011-06-23,한국,286,714102,Drama,20_rating,6.99,6.19,0,윤계상,김규리,김종수,한기중,714102,6851297,714102,2571491,714102,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
국가대표 2,김종현,케이엠컬쳐㈜,메가박스중앙플러스엠,2016-08-10,한국,562,703024,Drama,12_rating,8.79,5.5,1,수애,오달수,오연서,하재숙,703024,3119023,14245998,703024,703024,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
통증,곽경택,"(주)트로피엔터테인먼트,(주)영화사축제,(주)미스터로맨스",롯데엔터테인먼트,2011-09-07,한국,317,693101,Romance,15_rating,7.83,5.85,1,권상우,정려원,마동석,장영남,2971475,3148038,693101,12253247,7817446,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
고양이: 죽음을 보는 두 개의 눈,변승욱,파인하우스필름(주),넥스트엔터테인먼트월드(NEW),2011-07-07,한국,304,670295,Horror,15_rating,5.08,6,0,박민영,김동욱,김예론,신다은,670295,670295,2621436,670295,670295,1058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
열정같은소리하고있네,정기훈,반짝반짝영화사(주),넥스트엔터테인먼트월드(NEW),2015-11-25,한국,566,654407,Drama,15_rating,7.96,5.47,0,정재영,박보영,배성우,류현경,2471721,3849433,6654837,5440186,963634,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
그날의 분위기,조규장,영화사 문(주),쇼박스,2016-01-14,한국,592,652453,Romance,15_rating,7.86,5.31,0,문채원,유연석,조재윤,박민우,2524086,7466976,6654837,6851297,652453,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
아빠는 딸,김형협,영화사김치(주),메가박스중앙플러스엠,2017-04-12,한국,520,646412,Comedy,12_rating,8.56,4,0,윤제문,정소민,이일화,신구,646412,1737253,3044134,646412,2000490,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
사냥,이우철,(주)빅스톤픽쳐스,롯데엔터테인먼트,2016-06-29,한국,696,645922,Action,15_rating,5.92,5.05,0,안성기,조진웅,한예리,권율,645922,3562123,17613682,1857392,1125319,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
나를 찾아줘,김승우,(주)26컴퍼니,워너브러더스 코리아,2019-11-27,한국,875,645082,Thriller,15_rating,8.29,5.67,0,이영애,유재명,박해준,이원근,645082,645082,1129018,2625686,645082,1104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
광대들: 풍문조작단,김주호,(주)영화사심플렉스,워너브러더스 코리아,2019-08-21,한국,806,637021,History,12_rating,7.55,4.57,0,조진웅,손현주,박희순,고창석,4897551,17613682,6953800,4131248,3423920,1104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
널 기다리며,모홍진,"(주)영화사수작,모티브픽쳐스(주),(주)디씨지플러스",넥스트엔터테인먼트월드(NEW),2016-03-10,한국,551,634953,Thriller,20_rating,7.73,5.06,0,심은경,윤제문,김성오,오태경,634953,8656397,1737253,2471721,634953,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
플랜맨,성시흡,(주)영화사일취월장,롯데엔터테인먼트,2014-01-09,한국,458,632299,Drama,15_rating,8.67,5.5,0,정재영,한지민,장광,김지영,632299,3849433,7487545,632299,632299,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
조선마술사,김대승,위더스필름(주),롯데엔터테인먼트,2015-12-30,한국,608,628576,Drama,12_rating,6.86,4.63,1,유승호,고아라,이경영,조윤희,2621436,2362906,628576,8646758,6965706,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
